model,attribution_method,prompt_id,token_count,output_token_count,attribution_time,tokens_per_second,prompt_text,success,device,gpu_info
GPT-2,integrated_gradients,prompt_1,18,0,2.2485649585723877,8.005105625869126,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_2,20,0,2.295008659362793,8.714564068596143,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_3,15,0,2.0047659873962402,7.482170035956053,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_4,17,0,2.116018295288086,8.033957002099328,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_5,16,0,2.059523105621338,7.768788782378316,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_6,18,0,2.202502489089966,8.172521978595935,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_7,20,0,2.300858736038208,8.692406746551294,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_8,17,0,2.123971700668335,8.003873118766474,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_9,20,0,2.297990322113037,8.703256844706681,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_10,19,0,2.2368361949920654,8.494140090605695,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_11,18,0,2.173980712890625,8.279742268764828,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_12,15,0,1.9940459728240967,7.522394269955588,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_13,17,0,2.122896671295166,8.007926259372956,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_14,22,0,2.43393611907959,9.038856783274761,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_15,17,0,2.1245031356811523,8.001870985494925,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_16,18,0,2.186070442199707,8.233952416413315,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_17,18,0,2.1955137252807617,8.1985367673792,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_18,17,0,2.1276562213897705,7.990012591834839,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_19,16,0,2.0522751808166504,7.796225452394356,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,Tesla T4
GPT-2,integrated_gradients,prompt_20,17,0,2.1074869632720947,8.066479316961333,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_1,18,0,1.3621599674224854,13.214307005409996,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_2,20,0,1.4771156311035156,13.539901398957173,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_3,15,0,1.210481882095337,12.391759200918472,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_4,17,0,1.379878282546997,12.31992721026175,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_5,16,0,1.1978940963745117,13.356773397936283,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_6,18,0,1.331895351409912,13.514575286223229,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_7,20,0,1.453411340713501,13.760729285476543,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_8,17,0,1.2967746257781982,13.109448366787907,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_9,20,0,1.3361520767211914,14.968356034051434,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_10,19,0,1.2610437870025635,15.066883637055955,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_11,18,0,1.3890581130981445,12.958421127430686,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_12,15,0,1.2826955318450928,11.694123529395364,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_13,17,0,1.3851191997528076,12.27331193086766,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_14,22,0,1.4908709526062012,14.756475040003735,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_15,17,0,1.3725597858428955,12.385617133289548,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_16,18,0,1.5056233406066895,11.955181295706346,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_17,18,0,1.3581418991088867,13.253401586248302,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_18,17,0,1.3579885959625244,12.518514551994912,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_19,16,0,1.2925896644592285,12.378251536378952,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,Tesla T4
GPT-2,layer_gradient_x_activation,prompt_20,17,0,1.2412512302398682,13.695857523311215,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,Tesla T4
GPT-2,attention,prompt_1,18,0,0.27943968772888184,64.41461535508147,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,Tesla T4
GPT-2,attention,prompt_2,20,0,0.2121896743774414,94.25529332979771,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,Tesla T4
GPT-2,attention,prompt_3,15,0,0.2787811756134033,53.805641528684426,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,Tesla T4
GPT-2,attention,prompt_4,17,0,0.277446985244751,61.272967103979816,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,Tesla T4
GPT-2,attention,prompt_5,16,0,0.20937013626098633,76.4196856616433,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,Tesla T4
GPT-2,attention,prompt_6,18,0,0.2832775115966797,63.54193066207017,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,Tesla T4
GPT-2,attention,prompt_7,20,0,0.28783178329467773,69.48502966235772,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,Tesla T4
GPT-2,attention,prompt_8,17,0,0.27939915657043457,60.84485081727303,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,Tesla T4
GPT-2,attention,prompt_9,20,0,0.28681516647338867,69.73131946233967,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,Tesla T4
GPT-2,attention,prompt_10,19,0,0.21223807334899902,89.52210930013896,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,Tesla T4
GPT-2,attention,prompt_11,18,0,0.2827720642089844,63.65551013800639,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,Tesla T4
GPT-2,attention,prompt_12,15,0,0.2713139057159424,55.28651382765672,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,Tesla T4
GPT-2,attention,prompt_13,17,0,0.27437567710876465,61.958844818671984,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,Tesla T4
GPT-2,attention,prompt_14,22,0,0.28668761253356934,76.73857899048197,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,Tesla T4
GPT-2,attention,prompt_15,17,0,0.278806209564209,60.97425170899899,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,Tesla T4
GPT-2,attention,prompt_16,18,0,0.27670979499816895,65.0501005940867,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,Tesla T4
GPT-2,attention,prompt_17,18,0,0.2866673469543457,62.79054866638389,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,Tesla T4
GPT-2,attention,prompt_18,17,0,0.28242063522338867,60.193901860440775,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,Tesla T4
GPT-2,attention,prompt_19,16,0,0.2733323574066162,58.53679436934717,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,Tesla T4
GPT-2,attention,prompt_20,17,0,0.27806711196899414,61.13632022004668,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,Tesla T4
BART,input_x_gradient,prompt_1,20,0,0.8080036640167236,24.75236300362377,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_2,22,0,1.0764715671539307,20.437139884860606,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_3,17,0,0.9889709949493408,17.189584008852364,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_4,19,0,0.9509549140930176,19.979916732562902,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_5,18,0,0.9205331802368164,19.55388505970998,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_6,20,0,0.7931416034698486,25.216178186220063,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_7,22,0,0.9711804389953613,22.652845049842565,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_8,19,0,0.9048149585723877,20.998768665339156,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_9,22,0,1.0780384540557861,20.407435298093315,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_10,21,0,0.8773713111877441,23.935134112797904,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_11,20,0,0.8886315822601318,22.506514959925585,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_12,17,0,0.8135325908660889,20.896519931551552,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_13,19,0,0.8341803550720215,22.776849016493056,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_14,24,0,1.0004456043243408,23.989310259610363,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_15,19,0,0.8622195720672607,22.036150205272577,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_16,20,0,0.862332820892334,23.192901296861443,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_17,20,0,0.8980505466461182,22.270461361771336,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_18,19,0,0.8663203716278076,21.93184025477686,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_19,18,0,0.7286050319671631,24.704742913182663,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
BART,input_x_gradient,prompt_20,19,0,0.7831246852874756,24.261781497827936,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
BART,saliency,prompt_1,20,0,0.5385949611663818,37.133655979045884,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
BART,saliency,prompt_2,22,0,0.8532288074493408,25.784408364934652,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
BART,saliency,prompt_3,17,0,0.7177402973175049,23.685447317833617,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
BART,saliency,prompt_4,19,0,0.6965498924255371,27.27729945350777,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
BART,saliency,prompt_5,18,0,0.6569042205810547,27.401254910614476,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
BART,saliency,prompt_6,20,0,0.4909350872039795,40.73858341212871,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
BART,saliency,prompt_7,22,0,0.8505585193634033,25.86535729071975,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
BART,saliency,prompt_8,19,0,0.8120903968811035,23.396410144696922,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
BART,saliency,prompt_9,22,0,0.6821243762969971,32.25218268760593,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
BART,saliency,prompt_10,21,0,0.8075158596038818,26.005681189099274,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
BART,saliency,prompt_11,20,0,0.7793335914611816,25.662951294710354,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
BART,saliency,prompt_12,17,0,0.7468314170837402,22.762834571665902,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
BART,saliency,prompt_13,19,0,0.5121080875396729,37.10154254989788,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
BART,saliency,prompt_14,24,0,0.7192373275756836,33.368679683097426,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
BART,saliency,prompt_15,19,0,0.7640647888183594,24.86700117326943,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
BART,saliency,prompt_16,20,0,0.8027691841125488,24.91376150930575,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
BART,saliency,prompt_17,20,0,0.7585391998291016,26.36646860769488,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
BART,saliency,prompt_18,19,0,0.6451520919799805,29.450419887330355,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
BART,saliency,prompt_19,18,0,0.6243326663970947,28.83078360111218,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
BART,saliency,prompt_20,19,0,0.7072479724884033,26.864693486712742,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
BART,lime,prompt_1,20,0,4.427603483200073,4.517116330739015,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
BART,lime,prompt_2,22,0,5.738482713699341,3.8337660140510543,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
BART,lime,prompt_3,17,0,5.1939592361450195,3.273033003743302,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
BART,lime,prompt_4,19,0,5.634685039520264,3.3719719676856434,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
BART,lime,prompt_5,18,0,4.990813970565796,3.606626114729615,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
BART,lime,prompt_6,20,0,4.483497142791748,4.460803556472562,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
BART,lime,prompt_7,22,0,5.72007155418396,3.846105733399095,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
BART,lime,prompt_8,19,0,5.628803730010986,3.375495204904385,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
BART,lime,prompt_9,22,0,5.723603248596191,3.843732530796202,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
BART,lime,prompt_10,21,0,5.71633505821228,3.6736824881933208,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
BART,lime,prompt_11,20,0,5.3633832931518555,3.728989502864108,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
BART,lime,prompt_12,17,0,5.6917173862457275,2.9867962244719335,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
BART,lime,prompt_13,19,0,4.12817907333374,4.602513520484569,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
BART,lime,prompt_14,24,0,5.617557048797607,4.2723197631142895,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
BART,lime,prompt_15,19,0,5.7520904541015625,3.3031469431173384,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
BART,lime,prompt_16,20,0,5.359633207321167,3.731598642362381,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
BART,lime,prompt_17,20,0,5.666027307510376,3.5298100264165333,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
BART,lime,prompt_18,19,0,5.311525821685791,3.5771265428904027,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
BART,lime,prompt_19,18,0,4.95444917678833,3.633098122053663,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
BART,lime,prompt_20,19,0,5.3312695026397705,3.5638791080796377,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_1,20,0,0.7228844165802002,27.666940303700827,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_2,22,0,0.6294374465942383,34.951844887903725,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_3,17,0,0.5550992488861084,30.625154031667492,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_4,19,0,0.5049049854278564,37.63084253149016,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_5,18,0,0.5331065654754639,33.764356257639164,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_6,20,0,0.5226945877075195,38.2632620852605,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_7,22,0,0.6254270076751709,35.175967347137934,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_8,19,0,0.5968637466430664,31.83306090688448,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_9,22,0,0.6150743961334229,35.76803088910846,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_10,21,0,0.6106786727905273,34.38797019722243,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_11,20,0,0.487138032913208,41.056125058425366,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_12,17,0,0.5781440734863281,29.404435294971528,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_13,19,0,0.4515995979309082,42.07266810478178,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_14,24,0,0.614344596862793,39.06602275426235,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_15,19,0,0.5927598476409912,32.053453140617364,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_16,20,0,0.5783016681671143,34.584026124960985,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_17,20,0,0.6071646213531494,32.939995672717664,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_18,19,0,0.5695750713348389,33.358201501818144,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_19,18,0,0.5322988033294678,33.815593586557156,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
BART,integrated_gradients,prompt_20,19,0,0.5663220882415771,33.54981272052227,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_1,20,0,0.7256731986999512,27.560615488942055,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_2,22,0,0.9694457054138184,22.693380224536725,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_3,17,0,0.8283264636993408,20.523309039381992,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_4,19,0,0.8385627269744873,22.657816033096903,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_5,18,0,0.813521146774292,22.126038236832734,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_6,20,0,0.7308025360107422,27.367173777440225,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_7,22,0,0.9784116744995117,22.485422622592573,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_8,19,0,0.9129533767700195,20.811577549798862,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_9,22,0,1.0965206623077393,20.06346141594702,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_10,21,0,0.887779712677002,23.654516655575303,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_11,20,0,0.8996014595031738,22.232067087847405,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_12,17,0,0.8271012306213379,20.553711408734333,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_13,19,0,0.8319766521453857,22.83717932589267,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_14,24,0,1.0175440311431885,23.58620292139744,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_15,19,0,0.8768813610076904,21.667697415948798,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_16,20,0,0.8699851036071777,22.988899369742025,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_17,20,0,0.9183671474456787,21.777782508474367,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_18,19,0,0.8773045539855957,21.657245381530252,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_19,18,0,0.740269660949707,24.315463606744917,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
BART,layer_gradient_x_activation,prompt_20,19,0,0.8042409420013428,23.62476094877582,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
BART,attention,prompt_1,20,0,0.18769574165344238,106.55542754362321,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
BART,attention,prompt_2,22,0,0.11450386047363281,192.13326004031117,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
BART,attention,prompt_3,17,0,0.18689465522766113,90.96033259641302,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
BART,attention,prompt_4,19,0,0.11462688446044922,165.75518116394193,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
BART,attention,prompt_5,18,0,0.18400335311889648,97.8243042580264,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
BART,attention,prompt_6,20,0,0.18132948875427246,110.29645612194317,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
BART,attention,prompt_7,22,0,0.20883727073669434,105.3451805915333,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
BART,attention,prompt_8,19,0,0.11344766616821289,167.47810370843612,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
BART,attention,prompt_9,22,0,0.21119427680969238,104.16948949721893,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
BART,attention,prompt_10,21,0,0.11365008354187012,184.77769083437002,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
BART,attention,prompt_11,20,0,0.19807171821594238,100.97352706455314,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
BART,attention,prompt_12,17,0,0.19241857528686523,88.3490586844629,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
BART,attention,prompt_13,19,0,0.17020726203918457,111.62860956911392,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
BART,attention,prompt_14,24,0,0.21071696281433105,113.89685803865306,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
BART,attention,prompt_15,19,0,0.11209678649902344,169.49638427115414,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
